Ship_Date,Segment,State,Postal_Code,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit
11-12-2016,Corporate,California,94122,West,Cameras ,Canon,239,3,0.2,80.9919
11-12-2016,Corporate,New York,10024,East,Laptops,Lenovo,1579,7,0.4,-447.5947
11-12-2016,Corporate,New York,10024,East,Laptops,Lenovo,1071,4,0.4,-553.6476
11-12-2016,Corporate,New York,10024,East,Laptops,Lenovo,613,3,0.4,-122.7816
11-12-2016,Corporate,New York,10024,East,Mobile Phones,Pixel,34,7,0,16.3842
11-12-2016,Corporate,New York,10024,East,Mobile Phones,Pixel,155,4,0,75.9696
11-12-2016,Consumer,Ohio,43229,East,Mobile Phones,iPhone,13,5,0.7,-10.054
11-12-2016,Home Office,Virginia,22980,South,Laptops,Asus,127,2,0,40.9216
11-12-2016,Home Office,Virginia,22980,South,Mobile Phones,Samsung,160,2,0,44.8896
11-12-2016,Home Office,Virginia,22980,South,Mobile Phones,iPhone,46,4,0,20.7
11-12-2016,Consumer,California,95823,West,Laptops,HP,120,1,0.2,-18.1068
11-12-2016,Consumer,Maryland,20735,East,Mobile Phones,Pixel,23,4,0,11.3288
11-12-2016,Corporate,Ohio,45014,East,Laptops,Asus,532,6,0.2,-26.6352
11-12-2016,Corporate,Ohio,45014,East,Mobile Phones,LG,4,2,0.2,0.307
11-12-2016,Corporate,Rhode Island,2886,East,Cameras ,Nikon,252,4,0,93.24
12-12-2016,Corporate,Illinois,60505,Central,Laptops,Asus,60,8,0.6,-27.1296
12-12-2016,Corporate,Illinois,60505,Central,Mobile Phones,Nokia,2,1,0.2,0.8225
12-12-2016,Corporate,Illinois,60505,Central,Mobile Phones,Pixel,23,9,0.2,7.6986
12-12-2016,Corporate,Illinois,60505,Central,Laptops,HP,253,2,0.3,-14.4784
12-12-2016,Consumer,Georgia,30080,South,Mobile Phones,Nokia,5,3,0,0.1134
12-12-2016,Consumer,Ohio,43229,East,Mobile Phones,iPhone,76,4,0.7,-58.8616
12-12-2016,Consumer,Ohio,43229,East,Mobile Phones,Mi,9,2,0.2,1.148
12-12-2016,Home Office,California,91360,West,Mobile Phones,Pixel,32,5,0,15.065
12-12-2016,Home Office,Ohio,44052,East,Mobile Phones,Nokia,7,2,0.2,1.7138
12-12-2016,Home Office,Ohio,44052,East,Mobile Phones,Pixel,49,2,0.2,15.49
12-12-2016,Home Office,Ohio,44052,East,Laptops,Asus,54,7,0.2,11.6263
12-12-2016,Consumer,California,93727,West,Mobile Phones,Samsung,176,4,0,45.7704
12-12-2016,Consumer,California,93727,West,Mobile Phones,LG,16,9,0,4.4856
12-12-2016,Consumer,California,93727,West,Mobile Phones,iPhone,185,4,0.2,62.748
12-12-2016,Consumer,California,93727,West,Cameras ,Sony,211,4,0.2,15.8376
12-12-2016,Consumer,California,93727,West,Cameras ,GoPro,479,2,0.2,59.998
12-12-2016,Consumer,California,92105,West,Mobile Phones,Nokia,7,2,0,3.6156
12-12-2016,Consumer,California,92105,West,Mobile Phones,iPhone,24,2,0.2,8.8624
12-12-2016,Consumer,New York,10009,East,Mobile Phones,Pixel,6,1,0,3.1104
12-12-2016,Consumer,New York,10009,East,Mobile Phones,Pixel,41,7,0,20.5114
12-12-2016,Consumer,New York,10009,East,Cameras ,Nikon,1619,9,0,97.1946
12-12-2016,Consumer,New York,10009,East,Laptops,Asus,113,4,0,42.1504
13-12-2016,Consumer,Massachusetts,2148,East,Mobile Phones,LG,39,2,0,10.3168
13-12-2016,Corporate,New York,10035,East,Cameras ,Nikon,37,2,0,2.256
13-12-2016,Corporate,New York,10035,East,Cameras ,Nikon,59,2,0,23.96
13-12-2016,Corporate,New York,10035,East,Mobile Phones,Pixel,37,5,0,16.65
13-12-2016,Consumer,California,94109,West,Mobile Phones,HTC,5,2,0,2.8224
13-12-2016,Consumer,California,94109,West,Mobile Phones,LG,16,6,0,4.3368
13-12-2016,Corporate,South Carolina,29501,South,Mobile Phones,OnePlus,628,7,0,12.5762
13-12-2016,Corporate,South Carolina,29501,South,Mobile Phones,OnePlus,56,5,0,14.677
13-12-2016,Consumer,Missouri,65807,Central,Mobile Phones,OnePlus,94,6,0,23.55
13-12-2016,Consumer,Missouri,65807,Central,Mobile Phones,Motorola ,28,5,0,13.348
13-12-2016,Corporate,Texas,77340,Central,Laptops,Dell,956,7,0.32,-225.0976
13-12-2016,Consumer,California,90045,West,Cameras ,Nikon,1115,9,0,200.8638
13-12-2016,Consumer,California,90045,West,Cameras ,Sony,128,7,0.2,-28.9674
13-12-2016,Consumer,California,90045,West,Cameras ,Sony,79,10,0.2,26.973
13-12-2016,Consumer,California,94122,West,Mobile Phones,LG,24,5,0,7.986
13-12-2016,Consumer,California,94122,West,Cameras ,Sony,359,3,0.2,130.4913
13-12-2016,Home Office,California,94122,West,Laptops,Asus,211,8,0,76.2624
13-12-2016,Home Office,Pennsylvania,19120,East,Mobile Phones,Nokia,5,2,0.2,1.917
13-12-2016,Corporate,California,90036,West,Mobile Phones,iPhone,7,5,0.2,2.632
14-12-2016,Consumer,California,90045,West,Mobile Phones,Pixel,11,2,0,5.8604
14-12-2016,Consumer,California,90045,West,Laptops,Lenovo,629,3,0.2,31.4532
14-12-2016,Consumer,Wisconsin,53209,Central,Laptops,HP,754,5,0,60.356
14-12-2016,Home Office,Massachusetts,1040,East,Laptops,Dell,301,2,0,60.392
14-12-2016,Corporate,New Mexico,87105,West,Cameras ,Nikon,595,5,0,95.2
14-12-2016,Corporate,New Mexico,87105,West,Mobile Phones,iPhone,79,3,0.2,29.952
14-12-2016,Corporate,Nevada,89431,West,Cameras ,Canon,2396,10,0.2,179.73
15-12-2016,Corporate,California,92236,West,Mobile Phones,OnePlus,63,2,0,3.178
16-12-2016,Corporate,California,92236,West,Cameras ,Nikon,99,1,0,43.9956
16-12-2016,Home Office,Illinois,60126,Central,Mobile Phones,OnePlus,230,3,0.2,-48.9549
16-12-2016,Home Office,Illinois,60126,Central,Mobile Phones,Pixel,9,2,0.2,3.2616
16-12-2016,Consumer,Ohio,45014,East,Cameras ,Nikon,158,7,0.2,41.7186
16-12-2016,Consumer,Ohio,45014,East,Mobile Phones,iPhone,13,1,0.7,-10.4184
16-12-2016,Consumer,Ohio,45014,East,Laptops,Lenovo,273,2,0.4,-104.673
16-12-2016,Consumer,Ohio,45014,East,Mobile Phones,Nokia,39,13,0.2,12.7764
16-12-2016,Corporate,Texas,76017,Central,Mobile Phones,iPhone,1,4,0.8,-2.1504
17-12-2016,Corporate,Texas,76017,Central,Mobile Phones,iPhone,8,4,0.8,-13.6488
17-12-2016,Corporate,Texas,76017,Central,Laptops,Asus,12,7,0.6,-9.0944
17-12-2016,Home Office,California,94110,West,Mobile Phones,HTC,58,8,0,27.4856
17-12-2016,Corporate,Washington,98103,West,Laptops,Asus,7,2,0,3.034
17-12-2016,Consumer,New York,10009,East,Laptops,HP,366,7,0.1,65.2064
17-12-2016,Consumer,Texas,77070,Central,Cameras ,Sony,54,4,0.2,4.0776
17-12-2016,Corporate,Virginia,22153,South,Mobile Phones,Motorola ,33,2,0,16.98
17-12-2016,Corporate,Virginia,22153,South,Mobile Phones,Samsung,826,3,0,322.1829
17-12-2016,Consumer,New Mexico,87401,West,Laptops,Asus,545,9,0,114.6285
17-12-2016,Consumer,Colorado,80027,West,Laptops,Lenovo,145,2,0.5,-99.2664
17-12-2016,Consumer,Colorado,80027,West,Mobile Phones,Pixel,35,4,0.2,12.5328
17-12-2016,Consumer,Florida,33614,South,Laptops,Asus,7,2,0.2,2.1736
17-12-2016,Consumer,New Jersey,7055,East,Cameras ,Sony,345,5,0,86.25
17-12-2016,Consumer,New Jersey,7055,East,Laptops,Lenovo,174,2,0.3,-19.9184
17-12-2016,Consumer,New Jersey,7055,East,Mobile Phones,Samsung,662,4,0,172.3384
18-12-2016,Consumer,New Jersey,7055,East,Cameras ,Nikon,95,5,0,30.432
18-12-2016,Consumer,New Jersey,7055,East,Mobile Phones,Motorola ,26,6,0,12.9024
18-12-2016,Consumer,New Jersey,7055,East,Cameras ,Sony,257,2,0,74.8142
18-12-2016,Consumer,California,90004,West,Mobile Phones,Motorola ,17,2,0,8.2156
18-12-2016,Consumer,Pennsylvania,19143,East,Laptops,HP,492,5,0.3,-14.081
18-12-2016,Consumer,South Carolina,29406,South,Mobile Phones,OnePlus,269,3,0,5.3898
19-12-2016,Home Office,California,95123,West,Mobile Phones,iPhone,29,5,0.2,9.828
19-12-2016,Consumer,New York,10011,East,Mobile Phones,HTC,18,5,0,9
19-12-2016,Consumer,New York,10011,East,Cameras ,Sony,119,6,0,31.122
19-12-2016,Consumer,New York,10011,East,Mobile Phones,iPhone,9,3,0.2,3.0861
19-12-2016,Consumer,New York,10011,East,Cameras ,Nikon,57,3,0,18.2592
19-12-2016,Consumer,New York,10011,East,Cameras ,Nikon,71,8,0,13.604
19-12-2016,Consumer,New York,10011,East,Mobile Phones,OnePlus,107,8,0,27.9344
19-12-2016,Consumer,New York,10011,East,Mobile Phones,HTC,7,1,0,3.4357
19-12-2016,Consumer,New York,10011,East,Mobile Phones,LG,59,6,0,22.458
19-12-2016,Consumer,New York,10011,East,Mobile Phones,OnePlus,46,3,0,12.0978
19-12-2016,Consumer,New Jersey,7060,East,Mobile Phones,Samsung,97,2,0,25.4384
19-12-2016,Consumer,Washington,98115,West,Mobile Phones,Pixel,29,3,0,13.4865
19-12-2016,Consumer,Washington,98115,West,Mobile Phones,iPhone,98,3,0.2,34.4232
20-12-2016,Consumer,New York,10009,East,Mobile Phones,iPhone,83,5,0.2,29.372
20-12-2016,Consumer,New York,10009,East,Mobile Phones,iPhone,14,2,0.2,5.1184
20-12-2016,Consumer,New York,10009,East,Cameras ,Sony,136,1,0,36.9873
20-12-2016,Consumer,New York,10009,East,Mobile Phones,HTC,3,1,0,1.512
20-12-2016,Consumer,Virginia,23602,South,Mobile Phones,Pixel,9,1,0,4.0995
20-12-2016,Consumer,Virginia,23602,South,Mobile Phones,OnePlus,571,4,0,165.7176
20-12-2016,Consumer,Virginia,23602,South,Mobile Phones,Pixel,32,5,0,15.552
20-12-2016,Consumer,Virginia,23602,South,Mobile Phones,OnePlus,16,1,0,4.5657
21-12-2016,Consumer,North Carolina,28314,South,Laptops,Asus,14,8,0.2,4.2816
21-12-2016,Consumer,North Carolina,28314,South,Laptops,Dell,451,4,0.2,-67.6704
21-12-2016,Consumer,North Carolina,28314,South,Mobile Phones,Samsung,64,4,0.2,6.4864
21-12-2016,Consumer,California,90032,West,Laptops,HP,217,2,0.2,-29.9178
21-12-2016,Consumer,California,90032,West,Cameras ,Nikon,82,5,0,29.0325
21-12-2016,Consumer,California,90032,West,Mobile Phones,HTC,87,7,0,41.2237
21-12-2016,Consumer,California,90032,West,Mobile Phones,Samsung,1101,4,0,429.5772
21-12-2016,Corporate,California,90036,West,Laptops,Lenovo,1322,3,0.2,-99.1764
21-12-2016,Consumer,New York,10011,East,Mobile Phones,LG,5,3,0,1.4742
21-12-2016,Consumer,Texas,75220,Central,Mobile Phones,Mi,11,1,0.2,0.8388
21-12-2016,Consumer,Texas,75220,Central,Mobile Phones,OnePlus,153,2,0.2,-32.6366
21-12-2016,Consumer,Washington,98105,West,Mobile Phones,OnePlus,1003,6,0,0
21-12-2016,Home Office,Washington,98105,West,Cameras ,Sony,35,4,0.2,11.4296
21-12-2016,Home Office,Washington,98105,West,Laptops,Lenovo,1137,5,0,250.305
21-12-2016,Home Office,Washington,98105,West,Mobile Phones,iPhone,99,5,0.2,32.396
22-12-2016,Home Office,Washington,98105,West,Mobile Phones,LG,5,2,0,1.4456
22-12-2016,Corporate,Delaware,19711,East,Mobile Phones,OnePlus,85,2,0,22.2352
22-12-2016,Corporate,Delaware,19711,East,Mobile Phones,LG,9,3,0,2.6568
23-12-2016,Corporate,Delaware,19711,East,Mobile Phones,Pixel,20,3,0,9.6192
23-12-2016,Consumer,New York,10024,East,Cameras ,Sony,631,4,0,303.3408
23-12-2016,Consumer,New York,10024,East,Mobile Phones,Pixel,23,4,0,10.764
23-12-2016,Consumer,California,90049,West,Mobile Phones,Pixel,90,6,0,41.5104
23-12-2016,Consumer,New York,14701,East,Cameras ,Sony,4548,7,0,1228.1787
23-12-2016,Consumer,Texas,77095,Central,Laptops,Lenovo,300,5,0.3,-34.392
23-12-2016,Consumer,Texas,77095,Central,Cameras ,Sony,719,5,0.2,53.997
23-12-2016,Consumer,Indiana,46544,Central,Laptops,HP,647,8,0,32.392
24-12-2016,Home Office,California,92037,West,Mobile Phones,OnePlus,64,3,0,18.6093
24-12-2016,Home Office,California,92037,West,Mobile Phones,Motorola ,124,2,0,58.4962
24-12-2016,Corporate,California,94109,West,Mobile Phones,iPhone,9,1,0.2,3.3544
24-12-2016,Consumer,Florida,33178,South,Mobile Phones,Motorola ,37,3,0.2,12.6927
24-12-2016,Corporate,Illinois,60076,Central,Mobile Phones,Pixel,12,2,0.2,4.4312
24-12-2016,Corporate,Illinois,60076,Central,Mobile Phones,iPhone,2,4,0.8,-3.5712
24-12-2016,Corporate,Illinois,60076,Central,Mobile Phones,iPhone,9,4,0.8,-16.38
24-12-2016,Consumer,California,94110,West,Mobile Phones,HTC,7,2,0,3.4686
24-12-2016,Consumer,California,94122,West,Mobile Phones,OnePlus,53,4,0,15.0416
24-12-2016,Consumer,California,94122,West,Mobile Phones,Mi,8187,5,0,327.506
24-12-2016,Consumer,California,94122,West,Laptops,Asus,77,8,0,34.2848
24-12-2016,Consumer,Texas,77070,Central,Mobile Phones,Samsung,32,4,0.8,-85.2384
24-12-2016,Corporate,California,90045,West,Cameras ,Sony,196,3,0.2,14.7582
25-12-2016,Corporate,California,90045,West,Cameras ,Nikon,479,6,0,52.7934
25-12-2016,Home Office,Oklahoma,73120,Central,Mobile Phones,OnePlus,1117,4,0,55.896
25-12-2016,Consumer,Louisiana,71203,South,Cameras ,Nikon,106,6,0,41.535
25-12-2016,Home Office,Florida,33614,South,Mobile Phones,iPhone,45,5,0.7,-33.484
25-12-2016,Corporate,Illinois,60623,Central,Cameras ,Nikon,95,4,0.2,1.1996
25-12-2016,Corporate,Illinois,60623,Central,Laptops,HP,47,2,0.3,-2.0568
26-12-2016,Consumer,Ohio,43402,East,Mobile Phones,OnePlus,264,2,0.2,19.824
26-12-2016,Consumer,Texas,77095,Central,Mobile Phones,Motorola ,604,9,0.2,204.0714
26-12-2016,Corporate,New Jersey,7090,East,Laptops,Asus,129,3,0,12.993
26-12-2016,Home Office,Oklahoma,73120,Central,Mobile Phones,HTC,20,7,0,9.8784
26-12-2016,Home Office,Oklahoma,73120,Central,Mobile Phones,HTC,29,6,0,14.4354
26-12-2016,Home Office,Oklahoma,73120,Central,Mobile Phones,Samsung,868,3,0,251.8911
27-12-2016,Home Office,Oklahoma,73120,Central,Mobile Phones,Pixel,12,2,0,6.2208
27-12-2016,Home Office,Oklahoma,73120,Central,Cameras ,Sony,5,1,0,1.375
28-12-2016,Home Office,Oklahoma,73120,Central,Mobile Phones,iPhone,121,4,0,55.936
28-12-2016,Consumer,Texas,77041,Central,Mobile Phones,LG,42,9,0.2,5.256
28-12-2016,Consumer,Texas,77041,Central,Cameras ,Nikon,25,2,0.2,4.4604
28-12-2016,Consumer,Texas,77041,Central,Mobile Phones,iPhone,6,3,0.8,-12.075
28-12-2016,Consumer,Texas,77041,Central,Mobile Phones,iPhone,9,6,0.8,-16.884
28-12-2016,Consumer,Texas,77041,Central,Mobile Phones,Pixel,7,2,0.2,2.8884
28-12-2016,Home Office,Florida,33311,South,Mobile Phones,Pixel,10,2,0.2,3.6288
28-12-2016,Corporate,Arkansas,72209,South,Mobile Phones,Pixel,114,5,0,52.532
28-12-2016,Corporate,Arkansas,72209,South,Mobile Phones,iPhone,17,4,0,8.2616
28-12-2016,Corporate,Arkansas,72209,South,Mobile Phones,Nokia,12,7,0,4.5612
28-12-2016,Corporate,Arkansas,72209,South,Cameras ,Nikon,339,4,0,122.3856
28-12-2016,Corporate,Pennsylvania,19120,East,Mobile Phones,OnePlus,1801,6,0.2,-337.806
28-12-2016,Corporate,California,92253,West,Cameras ,Nikon,46,4,0,18.0648
28-12-2016,Consumer,Ohio,44105,East,Laptops,HP,181,2,0.3,-54.5958
28-12-2016,Consumer,Ohio,44105,East,Cameras ,Sony,431,4,0.4,-100.7944
28-12-2016,Consumer,Ohio,44105,East,Cameras ,Sony,155,1,0.4,-36.253
28-12-2016,Corporate,California,94122,West,Laptops,HP,1348,6,0.2,-219.1644
29-12-2016,Corporate,California,94122,West,Laptops,HP,700,3,0.2,78.7671
29-12-2016,Corporate,Arizona,85254,West,Laptops,Asus,111,7,0.2,22.3776
29-12-2016,Corporate,Pennsylvania,19134,East,Mobile Phones,Samsung,143,3,0.2,14.3952
29-12-2016,Home Office,Massachusetts,2148,East,Laptops,Dell,173,3,0,13.9152
29-12-2016,Home Office,Massachusetts,2148,East,Mobile Phones,HTC,14,4,0,6.9372
30-12-2016,Consumer,California,95123,West,Mobile Phones,OnePlus,205,4,0,2.0592
30-12-2016,Consumer,California,95123,West,Laptops,Dell,102,1,0.15,-6.049
30-12-2016,Consumer,Arizona,85023,West,Mobile Phones,LG,2,1,0.2,0.2592
30-12-2016,Consumer,Arizona,85023,West,Cameras ,Sony,1879,5,0.2,211.4955
30-12-2016,Consumer,Arizona,85023,West,Mobile Phones,Pixel,313,8,0.2,105.6456
30-12-2016,Consumer,Arizona,85023,West,Mobile Phones,HTC,5,2,0.2,1.764
30-12-2016,Consumer,Kentucky,42420,South,Laptops,Asus,821,6,0,213.6888
30-12-2016,Consumer,Kentucky,42420,South,Mobile Phones,iPhone,21,2,0,10.7604
30-12-2016,Home Office,South Carolina,29203,South,Mobile Phones,Pixel,25,4,0,12.4416
30-12-2016,Consumer,Florida,32303,South,Cameras ,Sony,705,7,0.2,70.5544
30-12-2016,Consumer,New York,10035,East,Cameras ,Nikon,50,2,0,12
30-12-2016,Corporate,Texas,77070,Central,Laptops,Asus,51,8,0.6,-32.32
30-12-2016,Corporate,Florida,33065,South,Mobile Phones,Samsung,6,2,0.2,0.5244
30-12-2016,Consumer,Utah,84057,West,Laptops,Dell,1406,7,0,140.686
30-12-2016,Consumer,Utah,84057,West,Mobile Phones,HTC,15,5,0,7.56
30-12-2016,Consumer,Utah,84057,West,Mobile Phones,OnePlus,323,2,0,61.389
30-12-2016,Consumer,Tennessee,37211,South,Mobile Phones,HTC,9,4,0.2,3.3408
30-12-2016,Consumer,Tennessee,37211,South,Mobile Phones,Pixel,10,2,0.2,3.6288
30-12-2016,Corporate,New York,10009,East,Cameras ,Nikon,15,1,0,2.7036
30-12-2016,Corporate,New York,10009,East,Mobile Phones,OnePlus,33,2,0,9.1314
31-12-2016,Consumer,Kentucky,42104,South,Cameras ,Nikon,71,4,0,27.69
31-12-2016,Consumer,Washington,98226,West,Mobile Phones,iPhone,25,5,0.2,7.85
31-12-2016,Consumer,Washington,98226,West,Laptops,Lenovo,2665,9,0,239.9058
31-12-2016,Corporate,New York,10011,East,Mobile Phones,OnePlus,478,8,0,133.8624
31-12-2016,Corporate,Ohio,43055,East,Cameras ,Sony,164,2,0.4,-35.6174
31-12-2016,Corporate,Ohio,43055,East,Mobile Phones,LG,13,4,0.2,3.6432
31-12-2016,Home Office,Illinois,60098,Central,Mobile Phones,LG,2,2,0.2,0.91
31-12-2016,Consumer,Texas,75007,Central,Cameras ,Nikon,1399,7,0.2,52.4979
31-12-2016,Home Office,Indiana,47905,Central,Laptops,Asus,526,5,0,31.587
31-12-2016,Corporate,Georgia,31907,South,Mobile Phones,Motorola ,16,3,0,7.9527
31-12-2016,Corporate,Georgia,31907,South,Mobile Phones,iPhone,319,5,0,156.751
31-12-2016,Corporate,Georgia,31907,South,Mobile Phones,Motorola ,11,2,0,5.3392
31-12-2016,Corporate,Georgia,31907,South,Mobile Phones,Samsung,675,3,0,290.3016
01-01-2017,Home Office,Virginia,22304,South,Laptops,Asus,62,3,0,30.7818
01-01-2017,Home Office,Virginia,22304,South,Mobile Phones,OnePlus,489,8,0,0
01-01-2017,Home Office,Virginia,22304,South,Mobile Phones,Pixel,19,3,0,9.3312
01-01-2017,Home Office,Virginia,22304,South,Mobile Phones,Pixel,16,2,0,8.34
01-01-2017,Home Office,Virginia,22304,South,Cameras ,Sony,155,13,0,0
01-01-2017,Home Office,Virginia,22304,South,Laptops,Asus,12,3,0,4.4712
01-01-2017,Home Office,Virginia,22304,South,Cameras ,Sony,187,2,0,52.6344
01-01-2017,Corporate,Texas,76117,Central,Mobile Phones,Motorola ,6,2,0.2,2.1476
02-01-2017,Consumer,New York,10024,East,Mobile Phones,OnePlus,248,7,0,67.1139
02-01-2017,Consumer,New York,10024,East,Laptops,Asus,22,1,0,9.7812
02-01-2017,Home Office,California,90004,West,Mobile Phones,OnePlus,5,1,0,1.0166
02-01-2017,Home Office,California,90004,West,Cameras ,Sony,246,3,0.2,21.5397
02-01-2017,Consumer,Illinois,60090,Central,Laptops,Asus,14,2,0.6,-7.7748
02-01-2017,Consumer,Illinois,60090,Central,Laptops,Lenovo,601,3,0.5,-300.735
02-01-2017,Corporate,South Carolina,29483,South,Cameras ,Sony,79,2,0,39.55
02-01-2017,Corporate,South Carolina,29483,South,Mobile Phones,iPhone,327,8,0,157.3632
02-01-2017,Corporate,Indiana,47201,Central,Mobile Phones,Motorola ,180,2,0,81.432
02-01-2017,Corporate,Indiana,47201,Central,Mobile Phones,iPhone,914,3,0,411.7365
02-01-2017,Corporate,Indiana,47201,Central,Cameras ,Sony,587,3,0,158.7519
02-01-2017,Corporate,Indiana,47201,Central,Mobile Phones,OnePlus,530,2,0,95.4612
02-01-2017,Corporate,Indiana,47201,Central,Mobile Phones,Pixel,14,3,0,7.3206
02-01-2017,Consumer,New York,10024,East,Mobile Phones,Samsung,121,2,0,35.3626
02-01-2017,Consumer,New York,10024,East,Mobile Phones,Mi,122,7,0,36.813
03-01-2017,Consumer,New York,10035,East,Mobile Phones,Pixel,14,3,0,7.0218
03-01-2017,Consumer,New York,10035,East,Cameras ,Canon,1349,3,0,364.4595
04-01-2017,Consumer,New York,10035,East,Laptops,Dell,136,1,0.2,5.1294
04-01-2017,Consumer,New York,10035,East,Laptops,Asus,61,4,0,20.7808
04-01-2017,Corporate,Florida,32216,South,Mobile Phones,iPhone,1,1,0.7,-0.8558
04-01-2017,Home Office,California,92024,West,Mobile Phones,LG,16,1,0,4.9271
04-01-2017,Corporate,Texas,76017,Central,Cameras ,Nikon,24,3,0.2,0
04-01-2017,Corporate,Texas,76017,Central,Mobile Phones,HTC,2,1,0.2,0.882
04-01-2017,Corporate,Texas,76017,Central,Laptops,Lenovo,1218,5,0.3,-121.8735
04-01-2017,Corporate,Texas,76017,Central,Mobile Phones,HTC,5,2,0.2,1.9926
04-01-2017,Corporate,Texas,76017,Central,Mobile Phones,Pixel,15,3,0.2,5.1012
04-01-2017,Corporate,Texas,76017,Central,Laptops,Asus,6,3,0.6,-3.9624
04-01-2017,Corporate,California,90045,West,Laptops,HP,41,2,0.2,2.598
05-01-2017,Corporate,California,90049,West,Laptops,HP,230,3,0.2,23.028
05-01-2017,Corporate,California,90049,West,Mobile Phones,iPhone,18,6,0.2,5.715
05-01-2017,Consumer,California,94110,West,Mobile Phones,HTC,5,2,0,2.7166
05-01-2017,Consumer,California,94110,West,Mobile Phones,iPhone,121,13,0.2,38.025
05-01-2017,Corporate,New Mexico,88220,West,Mobile Phones,LG,4,3,0,1.0842
05-01-2017,Corporate,New Mexico,88220,West,Cameras ,Sony,67,4,0.2,6.704
05-01-2017,Corporate,New Mexico,88220,West,Mobile Phones,OnePlus,37,3,0,10.4496
05-01-2017,Corporate,New Mexico,88220,West,Mobile Phones,HTC,18,5,0,8.6715
05-01-2017,Corporate,Missouri,63116,Central,Mobile Phones,Pixel,25,4,0,12.4416
06-01-2017,Home Office,New York,10024,East,Cameras ,GoPro,11199,4,0.2,3919.9888
06-01-2017,Home Office,New York,10024,East,Cameras ,Sony,2399,8,0,647.892
06-01-2017,Home Office,New York,10024,East,Mobile Phones,Motorola ,63,5,0,28.755
06-01-2017,Home Office,New York,10024,East,Cameras ,Sony,52,1,0,0.5299
06-01-2017,Corporate,Ohio,45503,East,Cameras ,Nikon,60,4,0.2,9.1296
06-01-2017,Corporate,Ohio,45503,East,Cameras ,Canon,652,7,0.7,-935.9595
07-01-2017,Corporate,Ohio,45503,East,Mobile Phones,iPhone,11,10,0.7,-7.48
07-01-2017,Consumer,Oklahoma,74133,Central,Mobile Phones,Pixel,14,3,0,7.0218
08-01-2017,Consumer,Washington,98103,West,Laptops,Asus,39,2,0,17.1828
09-01-2017,Consumer,Washington,98103,West,Laptops,HP,42,2,0.2,4.2624
09-01-2017,Consumer,Washington,98103,West,Laptops,HP,220,1,0.2,24.858
09-01-2017,Corporate,North Carolina,28314,South,Laptops,Asus,4,2,0.2,0.7392
09-01-2017,Corporate,North Carolina,28314,South,Mobile Phones,iPhone,7,5,0.7,-5.784
10-01-2017,Corporate,California,90045,West,Mobile Phones,OnePlus,323,2,0,61.389
11-01-2017,Consumer,New York,10035,East,Mobile Phones,Pixel,19,4,0,9.3296
13-01-2017,Consumer,New York,10035,East,Mobile Phones,iPhone,13,3,0.2,4.2666
13-01-2017,Consumer,New York,10035,East,Mobile Phones,LG,64,3,0,16.6764
13-01-2017,Consumer,New York,10035,East,Laptops,HP,858,4,0.1,143.04
15-01-2017,Consumer,Arkansas,71901,South,Cameras ,Nikon,29,1,0,2.999
15-01-2017,Consumer,Illinois,60505,Central,Mobile Phones,Pixel,186,6,0.2,67.4424
16-01-2017,Home Office,North Carolina,27604,South,Cameras ,Sony,36,1,0.2,4.1391
16-01-2017,Home Office,North Carolina,27604,South,Laptops,Asus,18,8,0.2,6.2856
16-01-2017,Consumer,Oklahoma,74133,Central,Laptops,Asus,57,3,0,23.6529
16-01-2017,Consumer,Oklahoma,74133,Central,Mobile Phones,iPhone,42,3,0,20.1207
16-01-2017,Consumer,Oklahoma,74133,Central,Mobile Phones,Pixel,12,2,0,6.2208
16-01-2017,Consumer,Oklahoma,74133,Central,Laptops,Asus,821,6,0,213.6888
17-01-2017,Consumer,Oklahoma,74133,Central,Cameras ,Sony,104,3,0,28.3095
17-01-2017,Corporate,California,92345,West,Laptops,Dell,424,5,0.15,19.998
18-01-2017,Corporate,Utah,84604,West,Mobile Phones,iPhone,10,3,0.2,3.5022
18-01-2017,Corporate,Utah,84604,West,Mobile Phones,iPhone,11,3,0.2,4.2717
18-01-2017,Corporate,Utah,84604,West,Mobile Phones,Pixel,164,3,0,80.7912
18-01-2017,Corporate,Utah,84604,West,Laptops,Dell,1292,3,0,77.5764
18-01-2017,Corporate,Utah,84604,West,Mobile Phones,iPhone,25,2,0.2,8.9544
18-01-2017,Corporate,Utah,84604,West,Mobile Phones,OnePlus,261,2,0,65.435
18-01-2017,Corporate,Utah,84604,West,Mobile Phones,HTC,14,5,0,7.056
18-01-2017,Consumer,California,94110,West,Mobile Phones,Motorola ,10,3,0,5.1042
18-01-2017,Corporate,Arizona,85234,West,Laptops,HP,883,4,0.2,99.432
18-01-2017,Corporate,New York,10035,East,Cameras ,Sony,1979,11,0,494.9725
18-01-2017,Corporate,New York,10035,East,Mobile Phones,Motorola ,79,2,0,35.982
18-01-2017,Home Office,Missouri,65807,Central,Mobile Phones,iPhone,8,2,0,4.2048
18-01-2017,Consumer,Tennessee,38109,South,Mobile Phones,HTC,3,1,0.2,1.2948
18-01-2017,Consumer,Tennessee,38109,South,Laptops,Lenovo,370,3,0.4,-142.071
18-01-2017,Consumer,Tennessee,38109,South,Mobile Phones,iPhone,2,2,0.7,-2.0108
18-01-2017,Consumer,Texas,79109,Central,Cameras ,Nikon,79,3,0.2,20.8719
